Date,Open,High,Low,Close,Volume,Adj Close
1992-10-12,3140.10,3186.29,3140.10,3174.41,126590000,3174.41
1992-10-09,3176.03,3176.57,3120.37,3136.58,178910000,3136.58
1992-10-08,3152.25,3195.48,3135.77,3176.03,203780000,3176.03
1992-10-07,3178.19,3200.88,3136.85,3152.25,183100000,3152.25
1992-10-06,3179.00,3205.20,3147.93,3178.19,196660000,3178.19
1992-10-05,3197.10,3197.10,3087.41,3179.00,284380000,3179.00
1992-10-02,3254.37,3259.51,3193.59,3200.61,187400000,3200.61
1992-10-01,3271.66,3291.39,3237.35,3254.37,203670000,3254.37
1992-09-30,3266.80,3291.66,3247.89,3271.66,184220000,3271.66
1992-09-29,3276.26,3295.98,3247.08,3266.80,170350000,3266.80
1992-09-28,3250.32,3283.01,3226.55,3276.26,157480000,3276.26
1992-09-25,3287.87,3292.20,3226.82,3250.32,213650000,3250.32
1992-09-24,3278.69,3310.84,3267.07,3287.87,187770000,3287.87
1992-09-23,3280.85,3302.19,3252.48,3278.69,204350000,3278.69
1992-09-22,3320.83,3327.05,3270.58,3280.85,186990000,3280.85
1992-09-21,3327.05,3341.91,3295.71,3320.83,153900000,3320.83
1992-09-18,3315.70,3340.56,3297.87,3327.05,236080000,3327.05
1992-09-17,3319.21,3347.04,3292.20,3315.70,188270000,3315.70
1992-09-16,3327.32,3353.52,3288.95,3319.21,229380000,3319.21
1992-09-15,3372.98,3372.98,3317.86,3327.32,200220000,3327.32
1992-09-14,3326.51,3391.35,3326.51,3376.22,250900000,3376.22
1992-09-11,3305.16,3327.32,3285.44,3305.70,180640000,3305.70
1992-09-10,3271.39,3318.94,3261.67,3305.16,221970000,3305.16
1992-09-09,3260.59,3284.09,3244.92,3271.39,172890000,3271.39
1992-09-08,3281.93,3292.20,3245.73,3260.59,160930000,3260.59
1992-09-04,3292.20,3306.23,3265.16,3281.93,124340000,3281.93
1992-09-03,3290.31,3325.95,3268.94,3292.20,212540000,3292.20
1992-09-02,3266.26,3301.90,3249.76,3290.31,187010000,3290.31
1992-09-01,3257.35,3279.21,3239.77,3266.26,172650000,3266.26
1992-08-31,3267.61,3287.04,3244.90,3257.35,160230000,3257.35
1992-08-28,3254.64,3280.56,3237.88,3267.61,152230000,3267.61
1992-08-27,3246.81,3285.69,3237.06,3254.64,178490000,3254.64
1992-08-26,3232.22,3261.38,3217.07,3246.81,171840000,3246.81
1992-08-25,3228.17,3253.00,3200.86,3232.22,201630000,3232.22
1992-08-24,3254.09,3258.41,3207.08,3228.17,165130000,3228.17
1992-08-21,3304.89,3330.27,3243.55,3254.09,202640000,3254.09
1992-08-20,3307.06,3326.22,3285.69,3304.89,183390000,3304.89
1992-08-19,3329.48,3347.56,3302.44,3307.06,186710000,3307.06
1992-08-18,3324.89,3343.80,3309.22,3329.48,169880000,3329.48
1992-08-17,3328.94,3350.28,3310.03,3324.89,152750000,3324.89
1992-08-14,3313.27,3342.16,3300.82,3328.94,166180000,3328.94
1992-08-13,3320.83,3347.29,3294.07,3313.27,185700000,3313.27
1992-08-12,3331.10,3349.72,3304.88,3320.83,176440000,3320.83
1992-08-11,3337.58,3356.48,3304.34,3331.10,173810000,3331.10
1992-08-10,3332.18,3350.26,3305.14,3337.58,142440000,3337.58
1992-08-07,3340.56,3378.38,3318.40,3332.18,188340000,3332.18
1992-08-06,3365.14,3374.33,3327.05,3340.56,181390000,3340.56
1992-08-05,3384.32,3391.35,3347.58,3365.14,172410000,3365.14
1992-08-04,3395.40,3405.12,3367.03,3384.32,166740000,3384.32
1992-08-03,3393.78,3413.23,3365.14,3395.40,164360000,3395.40
1992-07-31,3391.89,3414.85,3371.89,3393.78,172920000,3393.78
1992-07-30,3379.19,3409.16,3351.07,3391.89,193280000,3391.89
1992-07-29,3345.13,3399.70,3345.13,3379.19,275760000,3379.19
1992-07-28,3282.20,3345.67,3277.59,3334.07,217950000,3334.07
1992-07-27,3285.71,3311.38,3265.99,3282.20,164680000,3282.20
1992-07-24,3290.04,3305.68,3261.94,3285.71,163870000,3285.71
1992-07-23,3277.61,3308.39,3255.43,3290.04,175460000,3290.04
1992-07-22,3308.41,3310.28,3262.19,3277.61,190130000,3277.61
1992-07-21,3303.00,3335.94,3292.45,3308.41,173800000,3308.41
1992-07-20,3318.38,3318.38,3271.11,3303.00,165730000,3303.00
1992-07-17,3359.74,3359.74,3308.14,3331.64,187520000,3331.64
1992-07-16,3345.42,3375.66,3318.65,3361.63,206040000,3361.63
1992-07-15,3358.39,3381.87,3319.73,3345.42,206550000,3345.42
1992-07-14,3337.31,3371.88,3315.95,3358.39,195310000,3358.39
1992-07-13,3330.56,3357.55,3315.41,3337.31,148820000,3337.31
1992-07-10,3324.08,3355.93,3304.88,3330.56,164750000,3330.56
1992-07-09,3293.28,3345.40,3292.45,3324.08,207970000,3324.08
1992-07-08,3295.17,3322.98,3258.70,3293.28,200020000,3293.28
1992-07-07,3339.21,3360.80,3285.69,3295.17,218740000,3295.17
1992-07-06,3330.29,3367.57,3295.96,3339.21,186410000,3339.21
1992-07-02,3354.10,3385.43,3303.30,3330.29,220130000,3330.29
1992-07-01,3318.52,3366.43,3305.45,3354.10,214240000,3354.10
1992-06-30,3319.86,3347.71,3295.01,3318.52,195520000,3318.52
1992-06-29,3282.41,3330.32,3278.16,3319.86,176710000,3319.86
1992-06-26,3284.01,3303.04,3254.89,3282.41,154430000,3282.41
1992-06-25,3290.70,3319.62,3261.31,3284.01,182310000,3284.01
1992-06-24,3285.62,3317.75,3262.11,3290.70,193850000,3290.70
1992-06-23,3280.80,3312.13,3263.45,3285.62,189170000,3285.62
1992-06-22,3285.35,3298.22,3242.32,3280.80,169340000,3280.80
1992-06-19,3274.12,3313.20,3264.79,3285.35,233440000,3285.35
1992-06-18,3287.76,3313.74,3245.53,3274.12,215080000,3274.12
1992-06-17,3329.49,3347.98,3271.21,3287.76,227650000,3287.76
1992-06-16,3354.90,3379.01,3321.76,3329.49,178850000,3329.49
1992-06-15,3354.36,3371.79,3327.11,3354.90,159100000,3354.90
1992-06-12,3351.51,3397.68,3339.62,3354.36,181830000,3354.36
1992-06-11,3343.22,3374.61,3301.51,3351.51,192940000,3351.51
1992-06-10,3369.92,3385.76,3328.99,3343.22,206380000,3343.22
1992-06-09,3404.14,3412.98,3350.25,3369.92,190780000,3369.92
1992-06-08,3398.69,3422.83,3370.21,3404.14,161130000,3404.14
1992-06-05,3399.73,3424.64,3356.98,3398.69,199050000,3398.69
1992-06-04,3406.99,3428.02,3376.43,3399.73,204360000,3399.73
1992-06-03,3396.10,3431.13,3378.76,3406.99,215730000,3406.99
1992-06-02,3413.21,3435.27,3380.84,3396.10,200660000,3396.10
1992-06-01,3396.88,3424.39,3365.02,3413.21,180780000,3413.21
1992-05-29,3398.43,3433.98,3384.20,3396.88,202730000,3396.88
1992-05-28,3370.44,3408.31,3354.91,3398.43,195230000,3398.43
1992-05-27,3364.21,3396.65,3337.29,3370.44,179980000,3370.44
1992-05-26,3386.77,3410.91,3338.84,3364.21,196950000,3364.21
1992-05-22,3378.71,3408.49,3364.08,3386.77,146640000,3386.77
1992-05-21,3393.84,3402.88,3354.80,3378.71,182190000,3378.71
1992-05-20,3397.99,3421.42,3376.04,3393.84,198170000,3393.84
1992-05-19,3376.03,3413.37,3350.41,3397.99,187030000,3397.99
1992-05-18,3353.09,3398.24,3349.93,3376.03,149830000,3376.03
1992-05-15,3368.88,3380.30,3330.43,3353.09,192040000,3353.09
1992-05-14,3391.98,3397.46,3347.59,3368.88,187700000,3368.88
1992-05-13,3385.12,3414.17,3362.93,3391.98,171610000,3391.98
1992-05-12,3397.58,3414.81,3361.51,3385.12,192810000,3385.12
1992-05-11,3369.41,3410.11,3363.82,3397.58,155730000,3397.58
1992-05-08,3363.37,3388.41,3344.59,3369.41,168670000,3369.41
1992-05-07,3369.41,3390.65,3343.25,3363.37,168910000,3363.37
1992-05-06,3359.35,3398.70,3346.60,3369.41,199070000,3369.41
1992-05-05,3378.13,3393.78,3346.15,3359.35,198860000,3359.35
1992-05-04,3340.79,3394.68,3340.79,3378.13,174520000,3378.13
1992-05-01,3359.12,3375.67,3316.64,3336.09,177360000,3336.09
1992-04-30,3333.18,3377.01,3314.40,3359.12,223160000,3359.12
1992-04-29,3307.92,3353.75,3295.39,3333.18,199740000,3333.18
1992-04-28,3304.56,3329.83,3273.03,3307.92,186740000,3307.92
1992-04-27,3324.46,3340.79,3284.66,3304.56,172820000,3304.56
1992-04-24,3348.61,3381.48,3305.23,3324.46,198740000,3324.46
1992-04-23,3338.77,3376.34,3298.52,3348.61,235740000,3348.61
1992-04-22,3343.25,3366.72,3309.48,3338.77,218790000,3338.77
1992-04-21,3336.31,3366.50,3305.68,3343.25,214400000,3343.25
1992-04-20,3366.50,3375.67,3300.98,3336.31,191910000,3336.31
1992-04-16,3353.76,3387.97,3321.33,3366.50,232480000,3366.50
1992-04-15,3306.13,3370.08,3296.51,3353.76,228400000,3353.76
1992-04-14,3269.90,3336.54,3259.39,3306.13,232040000,3306.13
1992-04-13,3255.37,3293.60,3230.77,3269.90,143100000,3269.90
1992-04-10,3227.64,3280.86,3227.64,3255.37,199450000,3255.37
1992-04-09,3181.35,3245.08,3171.06,3224.96,231330000,3224.96
1992-04-08,3213.55,3221.38,3141.77,3181.35,249210000,3181.35
1992-04-07,3275.49,3291.81,3207.51,3213.55,205110000,3213.55
1992-04-06,3249.11,3295.84,3238.37,3275.49,179330000,3275.49
1992-04-03,3234.12,3271.91,3201.92,3249.11,188530000,3249.11
1992-04-02,3249.33,3277.06,3209.08,3234.12,185110000,3234.12
1992-04-01,3235.47,3262.52,3202.37,3249.33,186260000,3249.33
1992-03-31,3235.24,3272.81,3216.46,3235.47,182200000,3235.47
1992-03-30,3231.44,3260.06,3215.79,3235.24,133980000,3235.24
1992-03-27,3267.67,3272.58,3218.92,3231.44,166140000,3231.44
1992-03-26,3259.39,3288.91,3245.08,3267.67,176690000,3267.67
1992-03-25,3260.96,3290.47,3238.15,3259.39,192080000,3259.39
1992-03-24,3272.14,3296.96,3242.84,3260.96,191580000,3260.96
1992-03-23,3276.39,3288.68,3249.33,3272.14,156620000,3272.14
1992-03-20,3261.40,3292.48,3240.83,3276.39,246170000,3276.39
1992-03-19,3254.25,3286.22,3240.38,3261.40,197240000,3261.40
1992-03-18,3256.04,3281.98,3230.10,3254.25,190800000,3254.25
1992-03-17,3236.36,3272.58,3222.27,3256.04,187240000,3256.04
1992-03-16,3235.91,3249.11,3201.25,3236.36,151280000,3236.36
1992-03-13,3208.63,3252.23,3203.71,3235.91,176000000,3235.91
1992-03-12,3208.63,3232.33,3176.21,3208.63,180240000,3208.63
1992-03-11,3230.99,3242.17,3189.85,3208.63,185320000,3208.63
1992-03-10,3215.12,3259.17,3207.29,3230.99,194530000,3230.99
1992-03-09,3221.60,3242.62,3188.95,3215.12,160620000,3215.12
1992-03-06,3241.50,3262.97,3204.61,3221.60,185040000,3221.60
1992-03-05,3268.56,3283.54,3226.74,3241.50,205730000,3241.50
1992-03-04,3290.25,3318.42,3256.04,3268.56,206770000,3268.56
1992-03-03,3275.27,3313.28,3258.50,3290.25,200860000,3290.25
1992-03-02,3267.67,3298.97,3242.39,3275.27,180380000,3275.27
1992-02-28,3269.45,3304.11,3247.09,3267.67,202130000,3267.67
1992-02-27,3283.32,3300.54,3251.79,3269.45,215050000,3269.45
1992-02-26,3257.83,3305.01,3246.20,3283.32,240690000,3283.32
1992-02-25,3282.42,3293.60,3226.74,3257.83,208400000,3257.83
1992-02-24,3280.19,3305.01,3253.58,3282.42,177470000,3282.42
1992-02-21,3280.64,3307.47,3242.17,3280.19,258700000,3280.19
1992-02-20,3230.32,3304.34,3224.28,3280.64,270550000,3280.64
1992-02-19,3224.73,3259.17,3199.02,3230.32,232900000,3230.32
1992-02-18,3245.97,3280.19,3195.66,3224.73,234270000,3224.73
1992-02-14,3246.65,3271.91,3208.63,3245.97,214840000,3245.97
1992-02-13,3276.83,3296.73,3226.07,3246.65,229360000,3246.65
1992-02-12,3251.57,3291.37,3233.68,3276.83,230230000,3276.83
1992-02-11,3245.08,3277.28,3222.49,3251.57,200110000,3251.57
1992-02-10,3225.40,3269.00,3208.85,3245.08,184390000,3245.08
1992-02-07,3255.59,3283.09,3199.91,3225.40,230950000,3225.40
1992-02-06,3257.60,3285.55,3224.95,3255.59,238210000,3255.59
1992-02-05,3272.81,3299.87,3233.68,3257.60,261960000,3257.60
1992-02-04,3234.12,3283.09,3208.63,3272.81,231530000,3272.81
1992-02-03,3223.39,3261.40,3193.42,3234.12,182150000,3234.12
1992-01-31,3244.86,3274.37,3207.96,3223.39,197060000,3223.39
1992-01-30,3224.96,3269.68,3200.58,3244.86,194670000,3244.86
1992-01-29,3272.14,3313.51,3204.16,3224.96,248900000,3224.96
1992-01-28,3240.61,3298.30,3230.99,3272.14,217070000,3272.14
1992-01-27,3232.78,3267.44,3216.23,3240.61,190430000,3240.61
1992-01-24,3226.74,3264.31,3203.71,3232.78,213600000,3232.78
1992-01-23,3255.81,3279.52,3205.95,3226.74,229680000,3226.74
1992-01-22,3223.39,3272.80,3190.96,3255.81,225030000,3255.81
1992-01-21,3254.03,3275.49,3194.09,3223.39,218650000,3223.39
1992-01-20,3264.98,3283.32,3230.99,3254.03,180870000,3254.03
1992-01-17,3249.55,3297.63,3224.28,3264.98,284560000,3264.98
1992-01-16,3258.50,3289.13,3200.80,3249.55,333750000,3249.55
1992-01-15,3246.20,3299.19,3207.73,3258.50,312400000,3258.50
1992-01-14,3185.60,3255.81,3167.93,3246.20,264540000,3246.20
1992-01-13,3199.46,3215.56,3161.67,3185.60,200270000,3185.60
1992-01-10,3209.53,3235.91,3165.92,3199.46,236060000,3199.46
1992-01-09,3203.94,3246.64,3173.75,3209.53,291780000,3209.53
1992-01-08,3204.83,3245.53,3164.58,3203.94,289690000,3203.94
1992-01-07,3200.13,3224.73,3165.25,3204.83,251280000,3204.83
1992-01-06,3201.48,3230.32,3166.37,3200.13,241980000,3200.13
1992-01-03,3172.41,3221.38,3156.30,3201.48,219170000,3201.48
1992-01-02,3168.83,3184.70,3119.86,3172.41,203610000,3172.41
1991-12-31,3163.91,3204.61,3121.20,3168.83,247670000,3168.83
1991-12-30,3101.52,3174.64,3090.79,3163.91,245450000,3163.91
1991-12-27,3082.96,3121.65,3063.73,3101.52,157940000,3101.52
1991-12-26,3050.98,3101.97,3036.23,3082.96,149200000,3082.96
1991-12-24,3022.58,3087.88,3015.65,3050.98,162300000,3050.98
1991-12-23,2934.48,3037.57,2919.05,3022.58,228730000,3022.58
1991-12-20,2914.36,2965.79,2907.65,2934.48,313810000,2934.48
1991-12-19,2908.09,2927.10,2881.48,2914.36,199830000,2914.36
1991-12-18,2902.28,2921.29,2870.30,2908.09,192350000,2908.09
1991-12-17,2919.05,2936.27,2886.40,2902.28,191280000,2902.28
1991-12-16,2914.36,2946.33,2900.49,2919.05,173010000,2919.05
1991-12-13,2895.13,2936.72,2893.34,2914.36,195790000,2914.36
1991-12-12,2865.38,2911.67,2861.14,2895.13,192930000,2895.13
1991-12-11,2863.82,2889.53,2832.29,2865.38,207410000,2865.38
1991-12-10,2871.65,2891.10,2841.23,2863.82,191800000,2863.82
1991-12-09,2886.40,2913.46,2856.22,2871.65,174700000,2871.65
1991-12-06,2889.09,2924.87,2854.65,2886.40,198170000,2886.40
1991-12-05,2911.67,2923.75,2874.77,2889.09,165660000,2889.09
1991-12-04,2929.56,2945.66,2892.22,2911.67,186380000,2911.67
1991-12-03,2935.38,2958.18,2904.74,2929.56,187160000,2929.56
1991-12-02,2894.68,2941.64,2855.32,2935.38,188050000,2935.38
1991-11-29,2900.04,2913.46,2877.46,2894.68,77420000,2894.68
1991-11-27,2916.14,2929.11,2883.72,2900.04,159790000,2900.04
1991-11-26,2902.06,2942.31,2861.14,2916.14,213650000,2916.14
1991-11-25,2902.73,2921.96,2870.30,2902.06,173520000,2902.06
1991-11-22,2932.69,2940.30,2880.81,2902.73,188110000,2902.73
1991-11-21,2930.01,2953.94,2902.28,2932.69,195060000,2932.69
1991-11-20,2931.57,2973.61,2912.12,2930.01,192670000,2930.01
1991-11-19,2960.20,2960.20,2883.72,2931.57,243880000,2931.57
1991-11-18,2943.20,2990.61,2923.30,2972.72,238170000,2972.72
1991-11-15,3063.51,3069.54,2936.05,2943.20,236000000,2943.20
1991-11-14,3065.30,3084.97,3037.34,3063.51,200030000,3063.51
1991-11-13,3054.11,3075.58,3023.70,3065.30,184080000,3065.30
1991-11-12,3042.26,3078.71,3028.62,3054.11,198600000,3054.11
1991-11-11,3045.62,3057.69,3025.27,3042.26,128910000,3042.26
1991-11-08,3054.11,3080.95,3034.66,3045.62,183260000,3045.62
1991-11-07,3038.46,3066.19,3020.35,3054.11,205440000,3054.11
1991-11-06,3031.31,3056.57,3010.51,3038.46,167370000,3038.46
1991-11-05,3045.62,3062.84,3015.88,3031.31,171950000,3031.31
1991-11-04,3056.35,3061.27,3019.01,3045.62,155530000,3045.62
1991-11-01,3069.10,3091.91,3031.75,3056.35,205750000,3056.35
1991-10-31,3071.78,3091.01,3045.62,3069.10,179490000,3069.10
1991-10-30,3061.94,3090.12,3038.24,3071.78,195340000,3071.78
1991-10-29,3045.62,3077.82,3020.13,3061.94,192700000,3061.94
1991-10-28,3004.92,3055.23,3001.57,3045.62,160220000,3045.62
1991-10-25,3016.32,3034.44,2983.01,3004.92,167260000,3004.92
1991-10-24,3040.92,3047.63,2991.73,3016.32,178990000,3016.32
1991-10-23,3039.80,3065.52,3015.21,3040.92,185340000,3040.92
1991-10-22,3060.38,3084.53,3020.57,3039.80,194120000,3039.80
1991-10-21,3077.15,3085.20,3042.49,3060.38,153770000,3060.38
1991-10-18,3053.00,3089.45,3045.62,3077.15,204030000,3077.15
1991-10-17,3061.72,3077.15,3027.06,3053.00,202780000,3053.00
1991-10-16,3041.37,3082.29,3016.10,3061.72,225290000,3061.72
1991-10-15,3019.45,3057.69,3000.22,3041.37,213440000,3041.37
1991-10-14,2983.68,3026.39,2975.85,3019.45,130110000,3019.45
1991-10-11,2976.52,3000.89,2957.51,2983.68,146560000,2983.68
1991-10-10,2946.33,2985.47,2930.23,2976.52,164120000,2976.52
1991-10-09,2963.77,2984.79,2925.54,2946.33,186590000,2946.33
1991-10-08,2942.75,2983.68,2927.77,2963.77,170000000,2963.77
1991-10-07,2961.76,2973.17,2926.21,2942.75,148430000,2942.75
1991-10-04,2984.79,3007.16,2956.17,2961.76,163930000,2961.76
1991-10-03,3012.52,3021.24,2972.50,2984.79,174230000,2984.79
1991-10-02,3018.34,3040.25,2992.40,3012.52,166290000,3012.52
1991-10-01,3016.77,3043.60,3002.46,3018.34,163520000,3018.34
1991-09-30,3006.04,3032.87,2982.78,3016.77,146740000,3016.77
1991-09-27,3017.22,3040.70,2989.49,3006.04,160430000,3006.04
1991-09-26,3021.02,3040.70,2996.87,3017.22,160190000,3017.22
1991-09-25,3029.07,3048.52,3004.92,3021.02,153800000,3021.02
1991-09-24,3010.51,3043.38,2995.97,3029.07,170300000,3029.07
1991-09-23,3019.23,3037.79,2997.76,3010.51,145530000,3010.51
1991-09-20,3024.37,3045.39,3002.46,3019.23,241340000,3019.23
1991-09-19,3017.89,3050.76,3002.91,3024.37,210770000,3024.37
1991-09-18,3013.19,3025.49,2993.52,3017.89,141280000,3017.89
1991-09-17,3015.21,3036.00,2992.62,3013.19,168310000,3013.19
1991-09-16,2985.69,3023.03,2973.61,3015.21,171960000,3015.21
1991-09-13,3007.83,3021.47,2963.10,2985.69,167800000,2985.69
1991-09-12,2987.03,3023.26,2977.64,3007.83,160310000,3007.83
1991-09-11,2982.56,3004.70,2964.67,2987.03,147910000,2987.03
1991-09-10,3007.16,3012.97,2967.80,2982.56,146730000,2982.56
1991-09-09,3011.63,3025.49,2987.70,3007.16,109250000,3007.16
1991-09-06,3008.50,3033.32,2987.48,3011.63,166410000,3011.63
1991-09-05,3008.50,3031.98,2989.71,3008.50,162250000,3008.50
1991-09-04,3017.67,3034.66,2990.83,3008.50,156770000,3008.50
1991-09-03,3043.60,3066.64,3013.64,3017.67,153550000,3017.67
1991-08-30,3049.64,3059.26,3024.82,3043.60,125830000,3043.60
1991-08-29,3055.23,3068.65,3030.86,3049.64,150180000,3049.64
1991-08-28,3026.16,3064.85,3018.11,3055.23,169590000,3055.23
1991-08-27,3039.36,3047.41,3007.83,3026.16,143920000,3026.16
1991-08-26,3040.25,3057.02,3020.80,3039.36,128400000,3039.36
1991-08-23,3007.38,3065.97,2999.11,3040.25,187010000,3040.25
1991-08-22,3001.79,3029.96,2989.94,3007.38,172900000,3007.38
1991-08-21,2941.64,3009.17,2941.64,3001.79,231720000,3001.79
1991-08-20,2898.03,2937.39,2886.85,2913.69,184090000,2913.69
1991-08-19,2924.42,2924.42,2836.31,2898.03,229590000,2898.03
1991-08-16,2998.43,3013.64,2945.89,2968.02,188360000,2968.02
1991-08-15,3005.37,3029.96,2985.24,2998.43,174310000,2998.43
1991-08-14,3008.72,3036.67,2988.60,3005.37,195890000,3005.37
1991-08-13,3001.34,3041.14,2989.27,3008.72,211890000,3008.72
1991-08-12,2996.20,3013.42,2974.06,3001.34,145280000,3001.34
1991-08-09,3013.86,3036.45,2986.81,2996.20,143610000,2996.20
1991-08-08,3026.61,3045.17,2995.30,3013.86,163620000,3013.86
1991-08-07,3027.28,3050.54,3008.50,3026.61,170820000,3026.61
1991-08-06,2989.04,3034.88,2970.48,3027.28,174340000,3027.28
1991-08-05,3006.26,3019.68,2978.76,2989.04,125790000,2989.04
1991-08-02,3017.67,3042.26,2994.41,3006.26,162050000,3006.26
1991-08-01,3024.82,3037.12,2997.76,3017.67,169920000,3017.67
1991-07-31,3016.32,3039.58,2999.11,3024.82,166650000,3024.82
1991-07-30,2985.24,3029.07,2983.68,3016.32,168950000,3016.32
1991-07-29,2972.50,2996.20,2957.07,2985.24,135240000,2985.24
1991-07-26,2980.10,2994.86,2953.26,2972.50,127690000,2972.50
1991-07-25,2966.23,2999.11,2947.23,2980.10,145510000,2980.10
1991-07-24,2983.23,3003.13,2950.80,2966.23,158530000,2966.23
1991-07-23,3012.97,3038.24,2972.94,2983.23,160010000,2983.23
1991-07-22,3016.32,3034.44,2990.83,3012.97,148880000,3012.97
1991-07-19,3016.32,3036.23,2989.49,3016.32,187290000,3016.32
1991-07-18,2978.76,3026.61,2970.93,3016.32,199470000,3016.32
1991-07-17,2983.90,3011.18,2961.54,2978.76,194150000,2978.76
1991-07-16,2990.61,3012.52,2962.88,2983.90,182740000,2983.90
1991-07-15,2980.77,3007.38,2965.79,2990.61,159340000,2990.61
1991-07-12,2959.75,3003.35,2942.98,2980.77,173060000,2980.77
1991-07-11,2944.77,2975.63,2933.36,2959.75,157680000,2959.75
1991-07-10,2947.23,2990.83,2927.77,2944.77,178170000,2944.77
1991-07-09,2961.99,2980.10,2934.03,2947.23,151430000,2947.23
1991-07-08,2932.47,2966.23,2897.36,2961.99,138210000,2961.99
1991-07-05,2934.70,2953.26,2917.71,2932.47,69790000,2932.47
1991-07-03,2957.07,2957.07,2915.03,2934.70,139290000,2934.70
1991-07-02,2958.41,2987.03,2939.62,2972.72,157140000,2972.72
